booking_id,hotel_id,hotel_name,country,city,customer_id,customer_name,customer_email,channel,room_type,meal_plan,booking_date,checkin_date,checkout_date,nights,adults,children,revenue,status,is_cancelled
B102610,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,16657,Ana Papadopoulos,ana.papadopoulos16657@example.com,booking.com,Superior,Breakfast,2025-07-10,2025-08-07,2025-08-14,7,2,0,3895.43,Cancelled,True
B102611,14,Mediterraneum Fuerteventura,Spain,Corralejo,10998,Luca Garcia,luca.garcia10998@example.com,Booking,Family,Room Only,15-9-23,17/10/2023,2023-10-21,4,2,0,893.38,Cancelled,True
B102612,35,Mediterraneum Santorini Caldera,Greece,Santorini,18969,Carlos Bianchi,carlos.bianchi18969@example.com,Corporate,Superior,Breakfast,07/01/2025,2025-01-26,2025-01-28,2,2,0,363.69,Confirmed,False
B102613,33,Mediterraneum Firenze Arno,Italy,Firenze,14448,Giulia Sanchez,giulia.sanchez14448@example.com,corporate,Standard,Breakfast,26-6-25,2025-08-04,2025-08-11,7,1,0,2282.42,Confirmed,False
B102614,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,17793,Sofia Dimitriou,sofia.dimitriou17793@example.com,direct,Family,Half Board,03/05/2023,04/06/2023,09/06/2023,5,3,0,1437.24,Confirmed,False
B102615,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,12300,Carlos Bianchi,carlos.bianchi12300@example.com,booking.com,Standard,Half Board,27-3-25,2025-10-21,24/10/2025,3,3,0,416.38,Confirmed,False
B102616,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,10730,Francesco Sanchez,francesco.sanchez10730@example.com,Direct,Standard,Breakfast,2025-04-04,9-5-25,11/05/2025,2,2,1,291.37,Confirmed,False
B102617,9,Mediterraneum Cadaques Art,Spain,Cadaques,16454,Eleni Romero,eleni.romero16454@example.com,Booking,Family,Breakfast,17/10/2023,25/10/2023,27/10/2023,2,2,0,490.78,Cancelled,True
B102618,3,Mediterraneum Menorca Cove,Spain,Mahon,17938,Luca Nikolaou,luca.nikolaou17938@example.com,Direct,Standard,Breakfast,2025-10-18,2025-10-30,1-11-25,2,3,2,279.08,Confirmed,False
B102619,13,Mediterraneum Lanzarote,Spain,Playa Blanca,18099,Sofia Russo,sofia.russo18099@example.com,direct,Superior,Room Only,2025-09-24,03/11/2025,05/11/2025,2,4,2,164.82,Confirmed,False
B102620,13,Mediterraneum Lanzarote,Spain,Playa Blanca,22604,Carlos Garcia,carlos.garcia22604@example.com,Booking,Superior,Room Only,25-4-24,18/07/2024,1-8-24,14,2,2,4769.25,Confirmed,False
B102621,38,Mediterraneum Creta Chania,Greece,Chania,14471,Marco Nikolaou,marco.nikolaou14471@example.com,booking.com,Superior,Breakfast,2023-07-09,29/07/2023,03/08/2023,5,2,0,1709.57,Confirmed,False
B102622,14,Mediterraneum Fuerteventura,Spain,Corralejo,14605,Andreas Russo,andreas.russo14605@example.com,Direct,Superior,Breakfast,21/02/2023,2023-03-24,25-3-23,1,1,0,139.78,Confirmed,False
B102623,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,12991,Lucia Garcia,lucia.garcia12991@example.com,Agency,Standard,All Inclusive,2024-07-24,2024-08-21,2024-08-28,7,3,0,2063.36,Confirmed,False
B102624,26,Mediterraneum Taormina,Italy,Taormina,10757,Laura Papadopoulos,laura.papadopoulos10757@example.com,direct,Standard,Half Board,04/08/2025,26/08/2025,31/08/2025,5,2,1,1644.61,Confirmed,False
B102625,30,Mediterraneum Roma Trastevere,Italy,Roma,24207,Paula Martinez,paula.martinez24207@example.com,Corporate,Standard,Room Only,2025-07-09,17/07/2025,24-7-25,7,2,0,1797.95,Confirmed,False
B102626,36,Mediterraneum Mykonos Beach,Greece,Mykonos,16527,Ana Ferrari,ana.ferrari16527@example.com,Booking,Suite,Breakfast,2025-03-20,8-5-25,2025-05-09,1,4,2,363.35,Confirmed,False
B102627,5,Mediterraneum Marbella Grand,Spain,Marbella,18848,Paula Martinez,paula.martinez18848@example.com,Agency,Standard,Half Board,22/08/2023,2023-08-24,2023-08-29,5,4,0,1317.02,Cancelled,True
B102628,4,Mediterraneum Formentera,Spain,Formentera,24131,Andreas Russo,andreas.russo24131@example.com,booking.com,Standard,Room Only,2024-11-07,11-12-24,2024-12-13,2,2,1,192.66,Cancelled,True
B102629,27,Mediterraneum Palermo Centro,Italy,Palermo,21286,Jose Rossi,jose.rossi21286@example.com,expedia,Family,Half Board,2024-04-09,2024-04-26,2024-04-29,3,3,0,943.8,Confirmed,False
B102630,7,Mediterraneum Nerja Cliffs,Spain,Nerja,13328,Paula Garcia,paula.garcia13328@example.com,Direct,Family,Breakfast,2023-11-17,22/12/2023,2023-12-26,4,4,2,704.55,Confirmed,False
B102631,25,Mediterraneum Ravello View,Italy,Ravello,17696,Elena Garcia,elena.garcia17696@example.com,DIRECT,Superior,Room Only,2024-06-28,27/11/2024,2024-11-28,1,4,0,176.52,Confirmed,False
B102632,38,Mediterraneum Creta Chania,Greece,Chania,13355,Francesco Martinez,francesco.martinez13355@example.com,Agency,Standard,Half Board,2023-06-21,28/06/2023,2023-07-01,3,3,0,597.9,Confirmed,False
B102633,9,Mediterraneum Cadaques Art,Spain,Cadaques,20199,Eleni Martinez,eleni.martinez20199@example.com,Booking,Suite,Breakfast,19/08/2023,2023-09-28,30/09/2023,2,2,0,594.8,Confirmed,False
B102634,12,Mediterraneum Gran Canaria,Spain,Maspalomas,12453,Ana Garcia,ana.garcia12453@example.com,Direct,Standard,All Inclusive,25/05/2025,13/06/2025,2025-06-16,3,2,1,740.57,Confirmed,False
B102635,13,Mediterraneum Lanzarote,Spain,Playa Blanca,17052,Giulia Russo,,corporate,Standard,Half Board,2025-01-30,2025-03-22,2025-03-24,2,4,0,235.46,Cancelled,True
B102636,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,23817,Paula Russo,paula.russo23817@example.com,Corporate,Standard,Half Board,2025-07-31,04/12/2025,2025-12-06,2,2,0,219.13,Confirmed,False
B102637,33,Mediterraneum Firenze Arno,Italy,Firenze,23170,Paula Dimitriou,paula.dimitriou23170@example.com,Booking,Suite,Half Board,2023-06-01,2023-06-11,2023-06-13,10,1,0,783.22,Confirmed,False
B102638,5,Mediterraneum Marbella Grand,Spain,Marbella,19353,Maria Garcia,maria.garcia19353@example.com,direct,Family,Breakfast,2025-05-08,2025-05-27,28/05/2025,1,2,1,191.16,Confirmed,False
B102639,12,Mediterraneum Gran Canaria,Spain,Maspalomas,20761,  Andreas Ferrari ,andreas.ferrari20761@example.com,Booking,Superior,Breakfast,2023-06-30,21/07/2023,28-7-23,7,2,0,1722.89,Confirmed,False
B102640,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,11034,Luca Rossi,luca.rossi11034@example.com,corporate,STANDARD,Breakfast,2024-05-01,2024-08-14,2024-08-24,10,2,1,2183.16,Confirmed,False
B102641,4,Mediterraneum Formentera,Spain,Formentera,20409,Giulia Nikolaou,giulia.nikolaou20409@example.com,Direct,Standard,Breakfast,2024-06-02,2024-06-27,30-6-24,3,3,1,473.1,Confirmed,False
B102642,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,22984,Paula Russo,paula.russo22984@example.com,Agency,superior,,03/07/2025,2025-07-14,21/07/2025,7,2,0,2048.58,Confirmed,False
B102643,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,17652,  Sofia Garcia ,sofia.garcia17652@example.com,agency,Standard,All Inclusive,09/04/2025,26/12/2025,30/12/2025,4,4,2,677.51,Confirmed,False
B102644,9,Mediterraneum Cadaques Art,Spain,Cadaques,12377,Luca Rossi,luca.rossi12377@example.com,corporate,Superior,Breakfast,2023-09-22,2023-11-25,2023-11-27,2,3,0,302.95,Confirmed,False
B102645,29,Mediterraneum Cagliari Bay,Italy,Cagliari,22039,Francesco Papadopoulos,francesco.papadopoulos22039@example.com,booking.com,Family,Breakfast,24/12/2024,2024-12-27,2024-12-29,2,3,1,428.17,Confirmed,False
B102646,16,Mediterraneum Madrid Salamanca,Spain,Madrid,11731,Giulia Garcia,giulia.garcia11731@example.com,BOOKING,Superior,Breakfast,2023-06-05,07/06/2023,2023-06-12,8,2,2,1305.07,Confirmed,False
B102647,40,Mediterraneum Atenas Acropolis,Greece,Atenas,22287,Dimitris Dimitriou,dimitris.dimitriou22287@example.com,booking.com,Standard,Breakfast,2023-11-05,16-11-23,19/11/2023,3,2,1,355.04,Confirmed,False
B102648,8,Mediterraneum Roses Bay,Spain,Roses,24312,Pablo Russo,pablo.russo24312@example.com,Booking,Standard,,2025-10-29,04/01/2026,06/01/2026,2,4,0,263.87,Cancelled,True
B102649,25,Mediterraneum Ravello View,Italy,Ravello,17443,Laura Bianchi,laura.bianchi17443@example.com,Corporate,Standard,,24/09/2025,2025-10-14,2025-10-17,3,3,0,660.53,Confirmed,False
B102650,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,11063,  Marco Lopez ,,Booking,superior,All Inclusive,2024-11-25,07/12/2024,2024-12-08,1,2,0,198.47,Confirmed,False
B102651,6,Mediterraneum Malaga Port,Spain,Malaga,12756,Andreas Sanchez,andreas.sanchez12756@example.com,booking.com,Standard,All Inclusive,29-1-25,2025-02-27,2025-03-01,2,2,0,319.87,Confirmed,False
B102652,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,13350,Antonio Russo,antonio.russo13350@example.com,Booking,Standard,Breakfast,2025-03-23,27/03/2025,30/03/2025,3,2,0,275.01,Confirmed,False
B102653,15,Mediterraneum Madrid Centro,Spain,Madrid,24693,Dimitris Bianchi,dimitris.bianchi24693@example.com,Corporate,Family,Half Board,2024-01-17,2024-03-18,2024-03-19,1,3,0,166.89,Confirmed,False
B102654,32,Mediterraneum Venezia Grand,Italy,Venezia,19673,Pablo Bianchi,pablo.bianchi19673@example.com,agency,Standard,Breakfast,2023-11-11,17/12/2023,20-12-23,3,1,1,521.12,Confirmed,False
B102655,32,Mediterraneum Venezia Grand,Italy,Venezia,20971,Andreas Dimitriou,andreas.dimitriou20971@example.com,Direct,Superior,All Inclusive,2023-06-27,25-8-23,28-8-23,3,2,1,1452.01,Confirmed,False
B102656,22,Mediterraneum San Sebastian,Spain,San Sebastian,23185,Carlos Papadopoulos,carlos.papadopoulos23185@example.com,Booking,Standard,Breakfast,04/05/2025,13-5-25,2025-05-16,3,4,0,369.14,Confirmed,False
B102657,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,16185,Antonio Ferrari,antonio.ferrari16185@example.com,Agency,Standard,Breakfast,2023-03-27,04/04/2023,06/04/2023,2,2,0,303.4,Confirmed,False
B102658,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,19833,Nikos Lopez,nikos.lopez19833@example.com,Direct,Standard,Room Only,21/06/2024,24/07/2024,2024-07-31,7,4,0,1401.08,Confirmed,False
B102659,29,Mediterraneum Cagliari Bay,Italy,Cagliari,15043,Ana Garcia,ana.garcia15043@example.com,Direct,Standard,Half Board,23-9-23,11-11-23,2023-11-13,2,3,0,298.63,Confirmed,False
B102660,40,Mediterraneum Atenas Acropolis,Greece,Atenas,23810,Carlos Garcia,carlos.garcia23810@example.com,booking.com,Standard,Breakfast,2023-12-12,16-12-23,2023-12-19,3,2,0,420.59,Confirmed,False
B102661,1,Mediterraneum Palma Bay,Spain,Palma,11936,Francesco Papadopoulos,francesco.papadopoulos11936@example.com,Expedia,Standard,Breakfast,2024-03-26,2024-03-31,2024-04-02,2,2,0,221.05,Cancelled,True
B102662,16,Mediterraneum Madrid Salamanca,Spain,Madrid,24972,Carlos Garcia,,corporate,Standard,Breakfast,15-1-24,2024-02-23,2024-02-27,4,2,0,483.84,Cancelled,True
B102663,7,Mediterraneum Nerja Cliffs,Spain,Nerja,15276,Francesco Romero,francesco.romero15276@example.com,Booking,Suite,,2023-09-16,2024-01-12,16/01/2024,4,1,1,1092.82,Confirmed,False
B102664,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,14016,Eleni Dimitriou,eleni.dimitriou14016@example.com,Corporate,Standard,Half Board,19-4-23,04/07/2023,09/07/2023,5,2,0,1181.37,Confirmed,False
B102665,15,Mediterraneum Madrid Centro,Spain,Madrid,13556,Eleni Romero,eleni.romero13556@example.com,agency,Standard,All Inclusive,2024-02-20,10/06/2024,14-6-24,4,2,2,823.96,Confirmed,False
B102666,15,Mediterraneum Madrid Centro,Spain,Madrid,23937,Lucia Nikolaou,lucia.nikolaou23937@example.com,Booking,Superior,All Inclusive,29/02/2024,2024-03-10,2024-03-11,1,4,0,187.86,Confirmed,True
B102667,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,17179,Jose Martinez,jose.martinez17179@example.com,booking.com,Suite,All Inclusive,2024-03-17,24/03/2024,2024-03-27,8,2,1,962.41,Confirmed,False
B102668,33,Mediterraneum Firenze Arno,Italy,Firenze,20133,Jose Papadopoulos,jose.papadopoulos20133@example.com,Booking,STANDARD,All Inclusive,2025-09-19,26-11-25,2025-11-29,3,4,2,689.11,Confirmed,False
B102669,8,Mediterraneum Roses Bay,Spain,Roses,15201,Francesco Bianchi,francesco.bianchi15201@example.com,Corporate,STANDARD,Room Only,2023-06-22,2023-06-30,02/07/2023,2,2,1,296.54,Confirmed,False
B102670,10,Mediterraneum Tossa,Spain,Tossa de Mar,17309,Laura Lopez,laura.lopez17309@example.com,Agency,Standard,Half Board,26/03/2023,2023-05-19,23-5-23,4,2,2,702.74,Cancelled,True
B102671,32,Mediterraneum Venezia Grand,Italy,Venezia,19771,Andreas Sanchez,andreas.sanchez19771@example.com,Corporate,Standard,Room Only,2023-05-21,2023-07-04,2023-07-11,7,3,0,1757.87,Confirmed,False
B102672,23,Mediterraneum Positano Cliff,Italy,Positano,11586,Nikos Bianchi,nikos.bianchi11586@example.com,expedia,Standard,Breakfast,06/02/2023,15/02/2023,17/02/2023,2,2,0,248.83,Confirmed,False
B102673,14,Mediterraneum Fuerteventura,Spain,Corralejo,18363,Elena Rossi,elena.rossi18363@example.com,Expedia,Suite,Breakfast,2025-04-07,2025-05-01,2025-05-04,3,2,0,962.44,Confirmed,False
B102674,16,Mediterraneum Madrid Salamanca,Spain,Madrid,21255,Maria Rossi,maria.rossi21255@example.com,Corporate,Standard,All Inclusive,2023-08-11,2023-09-28,2023-10-02,4,3,1,901.94,Confirmed,False
B102675,5,Mediterraneum Marbella Grand,Spain,Marbella,12423,Luca Garcia,luca.garcia12423@example.com,Corporate,Standard,,1-11-24,14-3-25,2025-03-16,2,3,2,193.18,Confirmed,False
B102676,32,Mediterraneum Venezia Grand,Italy,Venezia,10590,Nikos Garcia,nikos.garcia10590@example.com,Booking,Stndard,Breakfast,13-6-23,2023-07-06,2023-07-13,7,3,0,2480.51,Confirmed,False
B102677,35,Mediterraneum Santorini Caldera,Greece,Santorini,24455,Paula Martinez,paula.martinez24455@example.com,Direct,FAMILY,Half Board,2024-09-22,2-10-24,2024-10-04,2,3,0,604.76,Confirmed,False
B102678,37,Mediterraneum Creta Heraklion,Greece,Heraklion,24840,Carlos Sanchez,carlos.sanchez24840@example.com,Expedia,Superior,All Inclusive,2025-02-05,20/10/2025,22-10-25,2,2,0,521.15,Confirmed,False
B102679,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,15853,Marco Nikolaou,marco.nikolaou15853@example.com,booking.com,Standard,Half Board,2025-02-27,17/05/2025,18/05/2025,1,2,2,158.5,Confirmed,False
B102680,9,Mediterraneum Cadaques Art,Spain,Cadaques,20074,Pablo Bianchi,pablo.bianchi20074@example.com,Expedia,Superior,Half Board,2025-06-27,13/07/2025,2025-07-20,7,3,0,2433.03,Confirmed,False
B102681,38,Mediterraneum Creta Chania,Greece,Chania,20406,Eleni Bianchi,eleni.bianchi20406@example.com,Booking,Standard,Half Board,12-6-23,2023-06-29,2023-07-01,1,3,2,435.12,Confirmed,False
B102682,25,Mediterraneum Ravello View,Italy,Ravello,17622,Luca Rossi,luca.rossi17622@example.com,Booking,Standard,Half Board,2023-08-11,12-9-23,2023-09-16,4,2,0,1084.75,Cancelled,True
B102683,1,Mediterraneum Palma Bay,Spain,Palma,17484,Andreas Dimitriou,andreas.dimitriou17484@example.com,DIRECT,STANDARD,,12-5-24,26-7-24,2024-08-02,7,2,0,1406.23,Confirmed,False
B102684,34,Mediterraneum Milano Duomo,Italy,Milano,22401,Sofia Garcia,sofia.garcia22401@example.com,Corporate,Superior,Half Board,19/03/2025,25/03/2025,2025-03-28,3,3,1,608.64,Confirmed,False
B102685,6,Mediterraneum Malaga Port,Spain,Malaga,16004,Marco Dimitriou,marco.dimitriou16004@example.com,booking.com,Standard,Breakfast,2024-07-12,2024-07-21,26-7-24,5,2,1,1223.42,Confirmed,False
B102686,13,Mediterraneum Lanzarote,Spain,Playa Blanca,19536,Isabella Garcia,isabella.garcia19536@example.com,corporate,Family,Breakfast,2025-02-28,17/03/2025,19/03/2025,2,1,0,391.54,Confirmed,False
B102687,32,Mediterraneum Venezia Grand,Italy,Venezia,20695,Ana Romero,ana.romero20695@example.com,direct,Standard,Room Only,2023-01-03,2023-02-07,2023-02-08,1,2,1,1190.5,Confirmed,False
B102688,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,13744,Sofia Romero,sofia.romero13744@example.com,Corporate,superior,Room Only,2023-06-07,26-6-23,30/06/2023,4,3,1,978.78,Confirmed,False
B102689,7,Mediterraneum Nerja Cliffs,Spain,Nerja,23522,Francesco Nikolaou,francesco.nikolaou23522@example.com,Expedia,Standard,Half Board,2023-12-07,2023-12-13,2023-12-16,3,1,0,352.93,Confirmed,False
B102690,21,Mediterraneum Bilbao Ria,Spain,Bilbao,15301,Eleni Bianchi,eleni.bianchi15301@example.com,Expedia,Standard,Breakfast,2023-10-08,2023-12-05,2023-12-09,4,2,0,434.51,Confirmed,False
B102691,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,21049,  Paula Bianchi ,paula.bianchi21049@example.com,Direct,Standard,Breakfast,01/05/2025,2025-05-16,19-5-25,3,2,1,484.1,Confirmed,False
B102692,35,Mediterraneum Santorini Caldera,Greece,Santorini,21687,Giulia Garcia,giulia.garcia21687@example.com,agency,superior,Breakfast,29/12/2024,17-1-25,2025-01-20,3,3,0,511.12,Confirmed,False
B102693,16,Mediterraneum Madrid Salamanca,Spain,Madrid,12732,Antonio Dimitriou,antonio.dimitriou12732@example.com,Agency,Standard,Breakfast,02/07/2023,2023-07-16,2023-07-23,7,1,1,1973.58,Confirmed,False
B102694,12,Mediterraneum Gran Canaria,Spain,Maspalomas,19117,Pablo Martinez,pablo.martinez19117@example.com,Direct,STANDARD,Breakfast,29-7-25,2025-08-28,4-9-25,7,2,2,1620.87,Confirmed,False
B102695,12,Mediterraneum Gran Canaria,Spain,Maspalomas,13587,Pablo Garcia,pablo.garcia13587@example.com,booking.com,Standard,Room Only,2024-12-12,27/02/2025,2025-02-28,1,2,1,94.28,Confirmed,False
B102696,26,Mediterraneum Taormina,Italy,Taormina,13294,  Carlos Sanchez ,carlos.sanchez13294@example.com,Direct,Standard,Breakfast,2025-08-30,11/09/2025,15/09/2025,4,2,0,940.9,Confirmed,False
B102697,14,Mediterraneum Fuerteventura,Spain,Corralejo,16423,Luca Papadopoulos,luca.papadopoulos16423@example.com,Direct,Standard,Breakfast,2023-05-09,11/06/2023,13/06/2023,2,1,0,379.66,Confirmed,False
B102698,3,Mediterraneum Menorca Cove,Spain,Mahon,20122,Maria Romero,maria.romero20122@example.com,Direct,Standard,Half Board,2024-05-30,2024-06-27,4-7-24,7,2,0,1524.9,Confirmed,False
B102699,1,Mediterraneum Palma Bay,Spain,Palma,13888,Dimitris Romero,dimitris.romero13888@example.com,booking.com,Family,All Inclusive,2024-04-24,21-5-24,2024-05-23,2,2,0,484.36,Confirmed,False
B102700,6,Mediterraneum Malaga Port,Spain,Malaga,23240,Nikos Ferrari,nikos.ferrari23240@example.com,booking.com,Superior,Half Board,23/01/2025,09/03/2025,10/03/2025,1,2,0,146.85,Confirmed,False
B102701,26,Mediterraneum Taormina,Italy,Taormina,19111,Isabella Rossi,isabella.rossi19111@example.com,booking.com,Suite,Room Only,2025-08-18,25-11-25,27-11-25,2,4,1,459.17,Cancelled,True
B102702,8,Mediterraneum Roses Bay,Spain,Roses,21355,Eleni Nikolaou,eleni.nikolaou21355@example.com,corporate,Superior,Half Board,30/05/2023,12/12/2023,2023-12-13,14,2,1,161.31,Confirmed,False
B102703,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,24044,Francesco Nikolaou,francesco.nikolaou24044@example.com,booking.com,Standard,Breakfast,2025-02-07,17-5-25,2025-05-21,4,2,0,572.38,Cancelled,True
B102704,21,Mediterraneum Bilbao Ria,Spain,Bilbao,10019,Paula Papadopoulos,paula.papadopoulos10019@example.com,Corporate,STANDARD,Breakfast,01/07/2025,10-7-25,17-7-25,7,2,0,1814.04,Confirmed,False
B102705,26,Mediterraneum Taormina,Italy,Taormina,11150,Ana Lopez,ana.lopez11150@example.com,corporate,Superior,Breakfast,2025-04-18,2025-04-25,27/04/2025,2,2,0,618.56,Confirmed,False
B102706,36,Mediterraneum Mykonos Beach,Greece,Mykonos,16848,Giulia Dimitriou,giulia.dimitriou16848@example.com,BOOKING,Superior,Breakfast,21/10/2024,5-12-24,2024-12-07,2,2,0,375.0,Confirmed,False
B102707,14,Mediterraneum Fuerteventura,Spain,Corralejo,21283,Paula Dimitriou,paula.dimitriou21283@example.com,DIRECT,Standard,Half Board,26/08/2023,2023-09-15,22/09/2023,7,2,2,1189.23,Confirmed,False
B102708,7,Mediterraneum Nerja Cliffs,Spain,Nerja,20095,  Giulia Russo ,giulia.russo20095@example.com,Direct,Suite,Half Board,2024-09-08,2024-09-26,2024-10-01,5,2,0,1917.83,Confirmed,True
B102709,1,Mediterraneum Palma Bay,Spain,Palma,20656,Laura Papadopoulos,laura.papadopoulos20656@example.com,Corporate,Standard,Breakfast,22/09/2023,31/10/2023,2023-11-02,2,3,0,273.05,Confirmed,False
B102710,19,Mediterraneum Valencia Ciutat,Spain,Valencia,16786,Isabella Dimitriou,isabella.dimitriou16786@example.com,Booking,Standard,All Inclusive,01/07/2023,12/08/2023,2023-08-17,5,2,1,1453.91,NoShow,False
B102711,19,Mediterraneum Valencia Ciutat,Spain,Valencia,22144,Marco Russo,marco.russo22144@example.com,booking.com,Standard,Half Board,2023-04-10,2023-04-27,2023-04-30,3,2,0,461.17,Confirmed,False
B102712,27,Mediterraneum Palermo Centro,Italy,Palermo,11934,Dimitris Ferrari,dimitris.ferrari11934@example.com,Corporate,superior,All Inclusive,29/02/2024,2024-03-05,07/03/2024,2,3,0,504.93,Confirmed,False
B102713,10,Mediterraneum Tossa,Spain,Tossa de Mar,20531,Marco Garcia,marco.garcia20531@example.com,Direct,Superior,Half Board,27/02/2024,13/03/2024,2024-03-15,2,3,0,258.49,Confirmed,False
B102714,36,Mediterraneum Mykonos Beach,Greece,Mykonos,13039,Elena Martinez,elena.martinez13039@example.com,Corporate,Standard,Half Board,3-6-23,2023-06-26,1-7-23,5,2,0,946.35,Confirmed,False
B102715,23,Mediterraneum Positano Cliff,Italy,Positano,13912,Ana Rossi,ana.rossi13912@example.com,Direct,superior,Room Only,2023-09-29,09/10/2023,2023-10-10,1,3,2,182.87,Confirmed,False
B102716,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,11384,Ana Papadopoulos,ana.papadopoulos11384@example.com,booking.com,Superior,Breakfast,3-4-24,23-5-24,2024-05-25,2,2,2,411.33,Confirmed,False
B102717,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,11929,Carlos Dimitriou,carlos.dimitriou11929@example.com,Expedia,Standard,Half Board,4-12-23,19/12/2023,2023-12-21,2,3,1,261.13,Confirmed,False
B102718,9,Mediterraneum Cadaques Art,Spain,Cadaques,21432,Jose Lopez,jose.lopez21432@example.com,Expedia,Standard,Half Board,14-1-25,2025-06-23,2025-06-27,4,2,1,790.01,Confirmed,False
B102719,30,Mediterraneum Roma Trastevere,Italy,Roma,12508,Paula Rossi,paula.rossi12508@example.com,booking.com,Standard,Half Board,2024-04-17,19/04/2024,20/04/2024,1,2,0,207.18,Confirmed,False
B102720,30,Mediterraneum Roma Trastevere,Italy,Roma,12439,Lucia Dimitriou,lucia.dimitriou12439@example.com,Booking,Superior,Breakfast,2024-07-23,17-8-24,31-8-24,14,2,1,5929.2,Confirmed,False
B102721,14,Mediterraneum Fuerteventura,Spain,Corralejo,24011,Pablo Ferrari,pablo.ferrari24011@example.com,expedia,Standard,Breakfast,2023-04-25,2023-07-06,2023-07-16,10,4,0,2150.04,Confirmed,False
B102722,35,Mediterraneum Santorini Caldera,Greece,Santorini,18182,Marco Russo,marco.russo18182@example.com,booking.com,Family,,25-11-23,01/12/2023,2023-12-05,4,2,-1,767.39,Confirmed,False
B102723,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,20265,Antonio Bianchi,antonio.bianchi20265@example.com,booking.com,FAMILY,,2023-06-12,2023-07-09,2023-07-16,7,4,2,3508.47,Cancelled,True
B102724,15,Mediterraneum Madrid Centro,Spain,Madrid,16692,Carlos Papadopoulos,carlos.papadopoulos16692@example.com,DIRECT,Superior,Half Board,2024-01-30,04/02/2024,07/02/2024,3,2,2,501.53,Confirmed,False
B102725,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,10517,Eleni Romero,eleni.romero10517@example.com,direct,Standard,Half Board,2025-03-04,23/05/2025,2025-05-24,1,4,1,206.74,Confirmed,False
B102726,27,Mediterraneum Palermo Centro,Italy,Palermo,23227,Nikos Papadopoulos,nikos.papadopoulos23227@example.com,Booking,Standard,Half Board,2024-02-26,2024-04-14,2024-04-17,3,4,1,555.59,Confirmed,False
B102727,13,Mediterraneum Lanzarote,Spain,Playa Blanca,19136,Sofia Russo,sofia.russo19136@example.com,Booking,Superior,Breakfast,30/10/2025,2025-12-20,2025-12-23,3,3,0,329.52,NoShow,False
B102728,13,Mediterraneum Lanzarote,Spain,Playa Blanca,20347,Andreas Lopez,andreas.lopez20347@example.com,booking.com,Standard,Breakfast,2024-02-20,2024-03-04,2024-03-07,3,2,0,367.09,Confirmed,False
B102729,36,Mediterraneum Mykonos Beach,Greece,Mykonos,17888,Isabella Papadopoulos,isabella.papadopoulos17888@example.com,Booking,Family,Breakfast,04/05/2023,2023-05-13,16/05/2023,3,3,0,660.08,Confirmed,False
B102730,15,Mediterraneum Madrid Centro,Spain,Madrid,12745,Jose Martinez,jose.martinez12745@example.com,Booking,Superior,Room Only,2025-09-29,2026-02-07,08/02/2026,1,2,2,155.19,Cancelled,True
B102731,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,18371,Sofia Rossi,sofia.rossi18371@example.com,Direct,Standard,Breakfast,09/06/2024,11-7-24,25-7-24,10,2,0,4484.81,Confirmed,False
B102732,9,Mediterraneum Cadaques Art,Spain,Cadaques,16007,Ana Russo,ana.russo16007@example.com,Corporate,Superior,Breakfast,05/08/2025,2025-08-20,2025-08-27,7,2,0,2711.93,Confirmed,False
B102733,14,Mediterraneum Fuerteventura,Spain,Corralejo,19953,  Ana Garcia ,,Booking,Standard,All Inclusive,5-3-25,2025-03-17,2025-03-18,1,2,0,151.22,Confirmed,False
B102734,37,Mediterraneum Creta Heraklion,Greece,Heraklion,20296,Laura Lopez,laura.lopez20296@example.com,corporate,Standard,Room Only,2025-06-12,24/06/2025,2025-06-26,2,2,0,411.05,Confirmed,False
B102735,36,Mediterraneum Mykonos Beach,Greece,Mykonos,14990,Carlos Russo,carlos.russo14990@example.com,agency,Standard,Room Only,2025-06-28,2025-07-29,2025-08-05,7,4,0,2130.9,Confirmed,False
